x,y,z,label,id
-0.64580902228,4.505697937,8.205933684,pintura,400
-0.65538589628,4.5167471269999995,8.253183135,pintura,400
-0.6680392473799999,4.53435638,8.303150178,pintura,400
-0.68805481138,4.550253902,8.354565738,pintura,400
-0.7124038710799999,4.564858549,8.408914188,pintura,400
-0.7258233658800001,4.595791619,8.468074798,pintura,400
-0.7509625261799999,4.6217687960000005,8.531150058000001,pintura,400
-0.77371948398,4.646488796,8.603885802999999,pintura,400
-0.77676010294,4.676607816,8.682666933,pintura,400
-0.7830569474800001,4.70320739,8.766092837999999,pintura,400
-0.7877017227800001,4.72935211,8.858604893,pintura,400
-0.79434570438,4.754981992,8.96058594,pintura,400
-0.8043414316799999,4.781414032,9.066289984,pintura,400
-0.81406189108,4.811317597,9.170665139,pintura,400
-0.8213641370800001,4.844453281000001,9.271089935,pintura,400
-0.8239379890799999,4.879683991,9.370257871,pintura,400
-0.8203227246799999,4.916937714,9.470119928999999,pintura,400
-0.81335556108,4.955232849000001,9.573980399,pintura,400
-0.8018634046800002,4.995287932,9.678690784999999,pintura,400
-0.78751022518,5.036492162,9.784718008,pintura,400
-0.7713851945799999,5.078510445,9.892516928,pintura,400
-0.7512619032800001,5.11979859,10.001883992,pintura,400
-0.7274395768799999,5.16072739,10.111837758,pintura,400
-0.7005647294799999,5.20100983,10.223407585,pintura,400
-0.67109207278,5.23993943,10.338269335,pintura,400
-0.63909362978,5.276666414999999,10.454268478,pintura,400
-0.60683181978,5.311825260000001,10.571763901000002,pintura,400
-0.57629379478,5.34721161,10.689822070999998,pintura,400
-0.54855697778,5.382118993000001,10.805725391,pintura,400
-0.52082016178,5.417325746,10.916948071,pintura,400
-0.48716964877999996,5.4536697400000005,11.020078260999998,pintura,400
-0.44620483578000003,5.490731965,11.114266191000002,pintura,400
-0.39769836678000003,5.529170840000001,11.203785381,pintura,400
-0.34789901978,5.569465180000001,11.293232711,pintura,400
-0.30525818148,5.61046585,11.384032721,pintura,400
-0.27164352647999995,5.651705929999999,11.474988381000001,pintura,400
-0.24457702828,5.693760065999999,11.567644021,pintura,400
-0.22124557658,5.735838160000001,11.666177350999998,pintura,400
-0.20103851457999997,5.776958613000001,11.771163010999999,pintura,400
-0.18470993058000001,5.817217098000001,11.883654621,pintura,400
-0.17679718058,5.854901881999999,12.001353600999998,pintura,400
-0.17849700958,5.890922541,12.118741287999999,pintura,400
-0.18733154358,5.927529904,12.233303818000001,pintura,400
-0.20175659238,5.9646041819999995,12.343101788000002,pintura,400
-0.21757034358,6.000469352,12.443562448,pintura,400
-0.23316848837999998,6.033401636,12.535643448,pintura,400
-0.24716247617999998,6.063568568999999,12.620122968,pintura,400
-0.25877441477999996,6.092682033,12.694810157999997,pintura,400
-0.26957229708,6.1220709179999995,12.763056921,pintura,400
-0.28428466848,6.151579434,12.830597358,pintura,400
-0.30440795987999997,6.178849484,12.902172065,pintura,400
-0.32805069028,6.204694974000001,12.980534344999999,pintura,400
-0.35447067328000004,6.228349757,13.063505385,pintura,400
-0.3820878603800001,6.2491912769999995,13.143387892,pintura,400
-0.40929794308,6.266297906,13.213370492000001,pintura,400
-0.43489196788,6.280184319,13.268580762,pintura,400
-0.4566313174800001,6.29113784,13.307797831999999,pintura,400
-0.47443222147999997,6.302737726,13.333906532,pintura,400
-0.48834259148000003,6.315343164,13.354005862000001,pintura,400
-0.49730880848,6.3280802849999995,13.372920045999999,pintura,400
-0.50421615648,6.338961938,13.395006529,pintura,400
-0.51349365348,6.3501069580000005,13.421917384,pintura,400
-0.53000167888,6.363179315,13.454706077,pintura,400
-0.55040039058,6.374827111999999,13.49359982,pintura,400
-0.56571136558,6.381997829,13.541328250000001,pintura,400
-0.56759079058,6.3845956379999995,13.598178683999999,pintura,400
-0.55494934058,6.383386528,13.660272341,pintura,400
-0.5304086300799999,6.380250234,13.723335691000003,pintura,400
-0.49449554378000005,6.3779399009999995,13.782197077,pintura,400
-0.45266891418,6.379077137,13.830200767,pintura,400
-0.41353561358,6.3829797269999995,13.863731499,pintura,400
-0.37963363607999995,6.38867797,13.883543508999999,pintura,400
-0.35275863588,6.398015281,13.892916831,pintura,400
-0.32809829688000003,6.4097349470000005,13.895311091000002,pintura,400
-0.30334228488000003,6.422005302,13.892593655,pintura,400
-0.27837081888,6.435676261999999,13.889780542,pintura,400
-0.25386627188,6.449849846000001,13.886679961999999,pintura,400
-0.22967285088,6.462850335000001,13.878982672,pintura,400
-0.20267822188,6.473181297999999,13.865192082,pintura,400
-0.17473800568,6.48351226,13.846409582,pintura,400
-0.15290283138000002,6.495004418000001,13.820935332,pintura,400
-0.14212890598000003,6.503144676000001,13.787715722,pintura,400
-0.14109939598000001,6.506137383,13.745565907,pintura,400
-0.15237609857999998,6.515043786,13.691780199,pintura,400
-0.17129028357999998,6.526535941999999,13.635863604999999,pintura,400
-0.17684494048000002,6.525470575000001,13.584711415,pintura,400
-0.18018478417999997,6.523998101000001,13.530722162,pintura,400
-0.18145370508,6.520909567,13.477762411999999,pintura,400
-0.18874404938,6.5162766969999995,13.426598317,pintura,400
-0.20246276862,6.51091369,13.374464527,pintura,400
-0.21953353862,6.5053471300000005,13.323456073,pintura,400
-0.24188339162000003,6.499876395,13.275404463,pintura,400
-0.26456848092,6.4944415200000005,13.226909895,pintura,400
-0.28464385892000005,6.486325217999999,13.173686779999999,pintura,400
-0.30428832906000003,6.473468315,13.111174263,pintura,400
-0.32888870096,6.45630187,13.034236551,pintura,400
-0.35898376276,6.436789236000001,12.939928844999999,pintura,400
-0.38528411636000004,6.416306908,12.832165779,pintura,400
-0.40556304736000004,6.391263573,12.7164181014,pintura,400
-0.42149642636,6.359181206,12.595798290799998,pintura,400
-0.43092956236,6.322250664,12.471132304800001,pintura,400
-0.43159988036,6.280256342,12.3434496572,pintura,400
-0.42537505705999995,6.23209701,12.214665474999999,pintura,400
-0.40805297456,6.1862121530000005,12.083906042799999,pintura,400
-0.38632552746000004,6.141045524999999,11.949459631099998,pintura,400
-0.37816131216000004,6.079562527999999,11.810500282869999,pintura,400
-0.35891189176,6.022329095,11.67002038967,pintura,400
-0.338896327967,5.965538629,11.52390238167,pintura,400
-0.332156673407,5.901733236,11.378346961670001,pintura,400
-0.316067653407,5.838646082,11.23350977167,pintura,400
-0.29858993080699997,5.772422476,11.081837101669999,pintura,400
-0.279627833807,5.704618674000001,10.91704416567,pintura,400
-0.25719420980700003,5.6355818079999995,10.738747958469999,pintura,400
-0.232222743307,5.56395934,10.54831323347,pintura,400
-0.209250483607,5.490289751000001,10.34800226847,pintura,400
-0.192347407607,5.41565047,10.13689341447,pintura,400
-0.181956630007,5.340891558999999,9.91602839447,pintura,400
-0.17743163620699998,5.267964161,9.68719065847,pintura,400
-0.180340571607,5.194797353,9.45755092147,pintura,400
-0.18498534700700003,5.121798081000001,9.22925181747,pintura,400
-0.18822951810699998,5.0490144169999995,9.000437882469999,pintura,400
-0.194406581407,4.975775739,8.77043895247,pintura,400
-0.20509673640700002,4.902441391999999,8.53882380947,pintura,400
-0.223161006407,4.829968859999999,8.303377945469999,pintura,400
-0.249892269007,4.757771744,8.059468648469998,pintura,400
-0.281938625007,4.685514821,7.80926250447,pintura,400
-0.315505367007,4.612539509,7.552699851470001,pintura,400
-0.348976284007,4.5380200109999995,7.2869674274700005,pintura,400
-0.378843838007,4.4618125795,7.0118137774700005,pintura,400
-0.40886718400699995,4.3851980505,6.72848385747,pintura,400
-0.442230374007,4.3096369848,6.43949184747,pintura,400
-0.479675747007,4.235021658799999,6.1439396324699995,pintura,400
-0.521861567007,4.1606098828,5.841551942470001,pintura,400
-0.566489405407,4.0848693738,5.53212537247,pintura,400
-0.610889887407,4.0078718464,5.217527292470001,pintura,400
-0.651687007007,3.9298567127999995,4.89805692247,pintura,400
-0.687755733007,3.8513627578,4.57523480247,pintura,400
-0.720975337707,3.771576076103,4.25109585247,pintura,400
-0.751681057107,3.692675166563,3.92530483247,pintura,400
-0.7792263768069999,3.6148515263629997,3.59720333247,pintura,400
-0.8031443758069998,3.538620142363,3.27002376247,pintura,400
-0.823387447807,3.4625443995629994,2.9500147724700003,pintura,400
-0.838123775807,3.3850680488630003,2.64214444247,pintura,400
-0.8431275905069999,3.305125728863,2.35275739247,pintura,400
-0.841571346657,3.223639067263,2.0894431824699997,pintura,400
-0.8341972316570001,3.1430621302630004,1.84937664947,pintura,400
-0.8214482082569999,3.061419824263,1.6281762394700001,pintura,400
-0.8047724876569999,2.9774790902630004,1.4240105944700003,pintura,400
-0.785954127657,2.8942686412630003,1.23221112747,pintura,400
-0.762646632657,2.8118482902629993,1.05158063247,pintura,400
-0.730947413657,2.7306129392629996,0.87913831047,pintura,400
-0.691586757657,2.6515084772629995,0.7085514544700001,pintura,400
-0.6461328086570001,2.5755044512629994,0.53863491847,pintura,400
-0.595483394657,2.502577054263,0.37099301247000005,pintura,400
-0.5405723536570001,2.433540188263,0.20609235047000005,pintura,400
-0.48168685665699995,2.368884732263,0.04645901947000003,pintura,400
-0.41900664965699996,2.307521360263,-0.10566851552999999,pintura,400
-0.35121474865700003,2.245535580263,-0.24821932452999998,pintura,400
-0.27823943665699996,2.181861874263,-0.38368334153,pintura,400
-0.20593459865699998,2.117457883263,-0.51562776853,pintura,400
-0.136981502657,2.052802579263,-0.6450103945299999,pintura,400
-0.07025512265699997,1.9846157812629999,-0.7707658545299999,pintura,400
-0.002594905656999975,1.9142022682630002,-0.8947616705300001,pintura,400
0.06700454934300003,1.8443275432629997,-1.02137895453,pintura,400
0.13219879534300003,1.7742492662629998,-1.15237779953,pintura,400
0.187349095343,1.704446257263,-1.28431032553,pintura,400
0.23252762234300003,1.636055908263,-1.41415987253,pintura,400
0.27111008184300006,1.566719818263,-1.53841890153,pintura,400
0.30725052354300003,1.494833831263,-1.6518921038299998,pintura,400
0.341954502943,1.4212719732630001,-1.75234086253,pintura,400
0.37111588034299997,1.347135466263,-1.84073472363,pintura,400
0.395728154843,1.273394011263,-1.9165950126300002,pintura,400
0.41995743364300003,1.199532928263,-1.9791195796299998,pintura,400
0.443085332643,1.125635834263,-2.02907456763,pintura,400
0.46377121564300006,1.0517147832629998,-2.07037461763,pintura,400
0.48193131064300004,0.980427398263,-2.11245270963,pintura,400
0.4970626896430001,0.912096863263,-2.15769105363,pintura,400
0.507190252643,0.844364929263,-2.20480897763,pintura,400
