x,y,z,label,id
11.742003106,3.3256419289999997,1.8995835656600002,martelada,1000
11.854770009000001,3.302897014,1.87504299766,martelada,1000
11.961647177,3.282187167,1.84516336186,martelada,1000
12.060144636999999,3.2623871170000003,1.8169596656599998,martelada,1000
12.150334213,3.243903879,1.7920599686600003,martelada,1000
12.235112889,3.2274317710000004,1.76785458816,martelada,1000
12.314265204000002,3.2134496290000003,1.7416141387600002,martelada,1000
12.386306731,3.2015743889999997,1.71460754416,martelada,1000
12.451237481,3.1916623950000003,1.68934871576,martelada,1000
12.511260110999999,3.1838094139999997,1.6656461184600002,martelada,1000
12.567643561,3.1774647780000005,1.6412731463600003,martelada,1000
12.621656745000001,3.172293298,1.61297368236,martelada,1000
12.674712255000001,3.168773822,1.58137022136,martelada,1000
12.728150845,3.165469824,1.54938368536,martelada,1000
12.781493654999998,3.1615672759999995,1.52046172896,martelada,1000
12.834549158,3.1576647280000003,1.49477194416,martelada,1000
12.891028373,3.1542889020000002,1.4737029697300001,martelada,1000
12.952008682999999,3.150003283,1.4628811777300001,martelada,1000
13.012653815,3.1449515180000005,1.46211503373,martelada,1000
13.067002200000001,3.1404025340000006,1.46812447873,martelada,1000
13.11155829,3.137768913,1.4757859257300001,martelada,1000
13.146465750000003,3.1383914070000003,1.4777012877299998,martelada,1000
13.17548347,3.140546189,1.46975253873,martelada,1000
13.19822838,3.1435868269999996,1.45217909873,martelada,1000
13.2161849,3.148901955,1.4255795177300001,martelada,1000
13.23143597,3.1551029390000003,1.39665756073,martelada,1000
13.245849059999998,3.1611842130000003,1.36926789173,martelada,1000
13.259615709999999,3.166834528,1.34728912073,martelada,1000
13.273956969999999,3.1722214810000002,1.33342669173,martelada,1000
13.289543219999999,3.1766746959999996,1.33187046073,martelada,1000
13.30536889,3.179595621,1.34372175973,martelada,1000
13.3254323,3.180888488,1.36926789673,martelada,1000
13.34753078,3.1807448359999997,1.41085517673,martelada,1000
13.366325260000002,3.181582806,1.4616122567299998,martelada,1000
13.380953830000001,3.18304327,1.51315942173,martelada,1000
13.38741818,3.185317761,1.55797887573,martelada,1000
13.38088201,3.1892921349999996,1.5898217587299999,martelada,1000
13.36041158,3.194319958,1.60586290973,martelada,1000
13.32684487,3.20097584,1.6081134597300002,martelada,1000
13.280636780000002,3.211127255,1.59470593073,martelada,1000
13.223511124000002,3.22367287,1.5713385224299998,martelada,1000
13.16008873,3.2372719370000005,1.54083639243,martelada,1000
13.088933060000002,3.2512540760000004,1.50923292943,martelada,1000
13.010906025000002,3.2656911120000003,1.48146018943,martelada,1000
12.929407392,3.2812773680000005,1.45864344623,martelada,1000
12.848172132,3.2969833339999997,1.4403756887299999,martelada,1000
12.764758142,3.3123780540000003,1.42493308773,martelada,1000
12.676699401999999,3.3283473829999997,1.4143028327300002,martelada,1000
12.585600026,3.3451307369999994,1.40561188173,martelada,1000
12.492058569,3.361459196,1.4004164637299998,martelada,1000
12.392196419,3.377308811,1.39749553773,martelada,1000
12.284553108999999,3.3937330379999997,1.39531681373,martelada,1000
12.171235539000001,3.410899468,1.39172550973,martelada,1000
12.052722553,3.4291432860000004,1.3863624967300001,martelada,1000
11.929038092999999,3.448679971,1.3795869067300002,martelada,1000
11.798554098000002,3.4692222189999997,1.3724761287299998,martelada,1000
11.664550629999999,3.490147542,1.36955520173,martelada,1000
11.5295416,3.5113362269999997,1.37034528873,martelada,1000
11.395107177,3.5331952889999996,1.3739126487300002,martelada,1000
11.261103705,3.555628959,1.37872499473,martelada,1000
11.128632520000002,3.5784935840000003,1.3849020354300001,martelada,1000
10.999058322000002,3.6018609909999997,1.39347327783,martelada,1000
10.873769746539999,3.626712808,1.4065456182900002,martelada,1000
10.752599195540002,3.652881435,1.42517250849,martelada,1000
10.631907494939998,3.68082177,1.4477258877899999,martelada,1000
10.50913283264,3.7116830300000005,1.47207491979,martelada,1000
10.384418865040002,3.7447708980000005,1.49493954579,martelada,1000
10.258555682039999,3.779031927,1.51380585609,martelada,1000
10.13312345004,3.813699967,1.52438822799,martelada,1000
10.01049244104,3.8489665559999997,1.5246994739900002,martelada,1000
9.89174003404,3.8841134359999994,1.5146677685899999,martelada,1000
9.77531000404,3.9168182330000003,1.4911088245900002,martelada,1000
9.65907151204,3.9467696990000003,1.45624924559,martelada,1000
9.54300061904,3.9752607,1.4103284555899998,martelada,1000
9.41701772904,4.001979991,1.3534422241900002,martelada,1000
9.265321116039999,4.028507744,1.2927970951900003,martelada,1000
9.07373710104,4.057022685,1.23346877679,martelada,1000
8.831563599039999,4.0870459750000006,1.18292718079,martelada,1000
8.53769927904,4.114603236000001,1.1470141547900001,martelada,1000
8.19978163904,4.131889371000001,1.13418123279,martelada,1000
7.85508841904,4.140771858,1.1382034917900001,martelada,1000
7.527944702039999,4.143429423,1.16094840779,martelada,1000
7.24913992204,4.153078053000001,1.1989443867899998,martelada,1000
7.00629604204,4.171345813,1.24409903179,martelada,1000
6.78962078804,4.196317336,1.28714677879,martelada,1000
6.60055067804,4.230674131,1.32028253079,martelada,1000
6.425366938040001,4.272165647,1.34566106829,martelada,1000
6.25329566204,4.314566959,1.3650541019900002,martelada,1000
6.0809131360399995,4.356704909,1.38052064499,martelada,1000
5.90635189604,4.398890742,1.3915100307900001,martelada,1000
5.72937250004,4.442082139,1.39783072317,martelada,1000
5.551603024039999,4.485082002,1.4011107794700002,martelada,1000
5.3726603840400005,4.527626966,1.40235576407,martelada,1000
5.19268824404,4.569645206000001,1.40135019917,martelada,1000
5.01333860204,4.610945186,1.39663362277,martelada,1000
4.83444385504,4.652676122,1.3873201777699997,martelada,1000
4.65454353504,4.693880335,1.37709693577,martelada,1000
4.4693520300400005,4.7347733,1.36809473777,martelada,1000
4.27688215004,4.77559444,1.3614149157700002,martelada,1000
4.07809158404,4.81655923,1.3580869747700002,martelada,1000
3.87530270404,4.858002863,1.3598107987699999,martelada,1000
3.67134065904,4.898464873,1.36735253377,martelada,1000
3.4708502050400005,4.937610073,1.3783419185699999,martelada,1000
3.27782965804,4.974552603,1.38789478377,martelada,1000
3.09479293804,5.008837571,1.3948858527699999,martelada,1000
2.9195373780400002,5.040656511,1.40118260327,martelada,1000
2.75057855804,5.070823453,1.40750329567,martelada,1000
2.58777284204,5.099817237,1.4130817852700002,martelada,1000
2.42951610804,5.127206907,1.41667308767,martelada,1000
2.27559288404,5.1522741960000005,1.4208389989699999,martelada,1000
2.12380049804,5.175474008,1.4296017770699998,martelada,1000
1.9734446360400002,5.197189418000001,1.44391910277,martelada,1000
1.82198743604,5.217803494,1.4611094707699999,martelada,1000
1.66811208604,5.237962676,1.4785632013699999,martelada,1000
1.5126805150400002,5.257307824,1.49508319377,martelada,1000
1.35693770104,5.2752882780000006,1.51114828757,martelada,1000
1.19994989804,5.2919040399999995,1.525130426,martelada,1000
1.04212412804,5.308543741000001,1.5307568,martelada,1000
0.8905950990400001,5.324513067000001,1.526710598,martelada,1000
0.7474218350400001,5.339069815,1.514667764,martelada,1000
0.6145675870400001,5.3513520670000005,1.4977886409999999,martelada,1000
0.49275060904000006,5.360761278,1.48114894,martelada,1000
0.37792470004,5.368494548,1.4698483070000001,martelada,1000
0.26731258804,5.374719472000001,1.4665682519999999,martelada,1000
0.15899890364000002,5.378502311999999,1.473846625,martelada,1000
0.05085281129000001,5.3816387180000005,1.486464069,martelada,1000
-0.05679049100999999,5.384751176000001,1.5005659180000002,martelada,1000
-0.16306910301000002,5.386786248,1.513686143,martelada,1000
-0.26767177341000004,5.387672104,1.522784109,martelada,1000
-0.36992812741000003,5.388318538,1.520964516,martelada,1000
-0.46756366841,5.389611405999999,1.506096522,martelada,1000
-0.56134454941,5.390712741,1.4795687620000002,martelada,1000
-0.6494751134100001,5.390904277,1.4411418280000001,martelada,1000
-0.73099768041,5.389036802000001,1.398477149,martelada,1000
-0.8072051154100001,5.385996164,1.356961689,martelada,1000
-0.8759187074099999,5.3819739040000005,1.321192317,martelada,1000
-0.9343611694099999,5.375629270000001,1.295454649,martelada,1000
-0.97999465241,5.367177739,1.2834357570000001,martelada,1000
-1.01190936241,5.3563798899999995,1.282980858,martelada,1000
-1.03058413741,5.342254098,1.2946645620000001,martelada,1000
-1.03946662641,5.326021410999999,1.3122619453,martelada,1000
