t;x;y;z;a
1939527294529566;-0.05885315;0.30404663;9.551788;3
1939527299473414;-0.079193115;0.29804993;9.648743;3
1939527304417262;-0.105529785;0.26454163;9.902527;3
1939527309361109;-0.10194397;0.27172852;9.895355;3
1939527314274439;-0.16539001;0.28129578;9.5924835;3
1939527319218287;-0.14863586;0.28727722;9.620026;3
1939527324162135;-0.14024353;0.24658203;9.922882;3
1939527329105982;-0.14743042;0.2657318;9.859436;3
1939527334049830;-0.08758545;0.3136139;9.502701;3
1939527338993678;-0.0061798096;0.3243866;9.604462;3
1939527343937525;-0.06602478;0.32559204;9.991119;3
1939527348881373;-0.100753784;0.31481934;9.827118;3
1939527353825221;-0.05406189;0.34594727;9.506287;3
1939527358738551;-0.07321167;0.33396912;9.731354;3
1939527363682398;-0.1270752;0.30763245;10.088089;3
1939527368626246;-0.14863586;0.2848816;9.79599;3
1939527373570094;-0.15461731;0.28848267;9.545792;3
1939527378513941;-0.17137146;0.29206848;9.791199;3
1939527383457789;-0.16778564;0.2836914;9.773254;3
1939527388401637;-0.13665771;0.26454163;9.676285;3
1939527393345484;-0.08518982;0.26333618;9.708603;3
1939527398289332;-0.1043396;0.30763245;9.69902;3
1939527403202662;-0.09715271;0.2729187;9.665512;3
1939527408146510;-0.09715271;0.27770996;9.653534;3
1939527413090357;-0.11630249;0.26454163;9.7265625;3
1939527418034205;-0.1043396;0.24777222;9.738525;3
1939527422978053;-0.13905334;0.25856018;9.764862;3
1939527427921900;-0.12828064;0.24658203;9.71698;3
1939527432865748;-0.14144897;0.21305847;9.801971;3
1939527437809596;-0.12348938;0.22143555;9.810364;3
1939527442722926;-0.088775635;0.21066284;9.8367;3
1939527447666773;-0.12588501;0.21426392;9.8367;3
1939527452610621;-0.11152649;0.21905518;9.800781;3
1939527457554469;-0.08279419;0.21186829;9.77803;3
1939527462498316;-0.062438965;0.27172852;9.768463;3
1939527467442164;-0.05645752;0.26812744;9.756485;3
1939527472386012;-0.04447937;0.2944641;9.67868;3
1939527477329859;-0.06842041;0.2801056;9.721771;3
1939527482273707;-0.06842041;0.27531433;9.7265625;3
1939527487187037;-0.093566895;0.3088379;9.779236;3
1939527492130885;-0.15461731;0.2836914;9.77684;3
1939527497074732;-0.13905334;0.30644226;9.799576;3
1939527502018580;-0.119903564;0.28967285;9.742126;3
1939527506962428;-0.1043396;0.27770996;9.709808;3
1939527511906275;-0.09475708;0.3243866;9.737335;3
1939527516850123;-0.088775635;0.29685974;9.684662;3
1939527521793971;-0.110321045;0.30044556;9.649948;3
1939527526737818;-0.12348938;0.27650452;9.831909;3
1939527531681666;-0.09954834;0.29804993;9.816345;3
1939527536625514;-0.098358154;0.29685974;9.642761;3
1939527541569361;-0.10673523;0.2741089;9.730148;3
1939527546482691;-0.15341187;0.2513733;9.9552;3
1939527551426539;-0.19412231;0.25735474;9.806763;3
1939527556370387;-0.16419983;0.26693726;9.603256;3
1939527561314234;-0.17736816;0.25735474;9.848663;3
1939527566258082;-0.21087646;0.23580933;10.064148;3
1939527571201930;-0.21806335;0.25256348;9.730148;3
1939527576145777;-0.18095398;0.2729187;9.488342;3
1939527581059107;-0.18095398;0.2441864;9.755295;3
1939527586002955;-0.14982605;0.2657318;9.93486;3
1939527590946803;-0.1618042;0.29206848;9.581711;3
1939527595890650;-0.12828064;0.31840515;9.348282;3
1939527600834498;-0.14263916;0.29206848;9.684662;3
1939527605778346;-0.19651794;0.31121826;9.819931;3
1939527610722193;-0.17974854;0.30523682;9.5134735;3
1939527615666041;-0.19412231;0.27770996;9.3901825;3
1939527620609889;-0.18933105;0.25256348;9.800781;3
1939527625553736;-0.17376709;0.24299622;9.823532;3
1939527630497584;-0.18693542;0.25016785;9.564957;3
1939527635410914;-0.17376709;0.22743225;9.71579;3
1939527640354762;-0.15820312;0.2657318;9.831909;3
1939527645298609;-0.18574524;0.24060059;9.768463;3
1939527650242457;-0.20968628;0.20588684;9.746918;3
1939527655155787;-0.1845398;0.2334137;9.752899;3
1939527660099635;-0.1558075;0.24539185;9.635574;3
1939527665043482;-0.14263916;0.24897766;9.586502;3
1939527669987330;-0.14144897;0.25856018;9.579315;3
1939527674931178;-0.15222168;0.24777222;9.603256;3
1939527679875025;-0.1845398;0.22383118;9.567352;3
1939527684818873;-0.18693542;0.20947266;9.55777;3
1939527689762721;-0.20010376;0.21305847;9.541016;3
1939527694706568;-0.15820312;0.18911743;9.570938;3
1939527699650416;-0.15461731;0.21066284;9.59967;3
1939527704594264;-0.18095398;0.21905518;9.646347;3
1939527709507594;-0.1953125;0.20947266;9.690643;3
1939527714451441;-0.16059875;0.18313599;9.738525;3
1939527719395289;-0.112716675;0.16159058;9.7265625;3
1939527724339137;-0.112716675;0.20947266;9.751694;3
1939527729282984;-0.15701294;0.1927185;9.751694;3
1939527734196314;-0.14743042;0.16038513;9.739731;3
1939527739140162;-0.14144897;0.18313599;9.746918;3
1939527744084010;-0.07321167;0.18313599;9.733749;3
1939527749027857;-0.05166626;0.1974945;9.730148;3
1939527753971705;-0.060043335;0.19151306;9.750504;3
1939527758915553;-0.06842041;0.20947266;9.781631;3
1939527763859400;-0.086380005;0.22143555;9.839081;3
1939527768803248;-0.11152649;0.18911743;9.871414;3
1939527773747096;-0.16897583;0.19630432;9.867813;3
1939527778690943;-0.14624023;0.20349121;9.907318;3
1939527783634791;-0.13426208;0.2334137;9.950424;3
1939527788578639;-0.16059875;0.22143555;9.907318;3
1939527793491969;-0.15701294;0.21784973;9.890564;3
1939527798435816;-0.15341187;0.20947266;9.866623;3
1939527803379664;-0.17855835;0.22383118;9.834305;3
1939527808323512;-0.1665802;0.23820496;9.8450775;3
1939527813236842;-0.16897583;0.26333618;9.875;3
1939527818211207;-0.18933105;0.27650452;9.880981;3
1939527823155055;-0.17855835;0.28967285;9.806763;3
1939527828098902;-0.23362732;0.29206848;9.812744;3
1939527833042750;-0.21566772;0.30044556;9.744522;3
1939527837986598;-0.1845398;0.30763245;9.6870575;3
1939527842930445;-0.17736816;0.31481934;9.663116;3
1939527847843775;-0.21087646;0.29206848;9.685852;3
1939527852787623;-0.20729065;0.30404663;9.665512;3
1939527857731471;-0.2420044;0.3196106;9.622406;3
1939527862644801;-0.26834106;0.27531433;9.609238;3
1939527867588648;-0.32460022;0.27890015;9.489532;3
1939527872532496;-0.3317871;0.26812744;9.430878;3
1939527877476344;-0.32699585;0.2848816;9.454819;3
1939527882420191;-0.3497467;0.27172852;9.438065;3
1939527887364039;-0.35812378;0.27052307;9.347076;3
1939527892307887;-0.36650085;0.25616455;9.373413;3
1939527897251734;-0.39523315;0.2441864;9.30159;3
1939527902195582;-0.40361023;0.23460388;9.266876;3
1939527907139430;-0.5077667;0.23939514;9.235748;3
1939527912083277;-0.5640259;0.22862244;9.16272;3
1939527917027125;-0.517334;0.21784973;9.112442;3
1939527921970973;-0.50177;0.25616455;8.972382;3
1939527926914820;-0.49699402;0.32917786;8.879013;3
1939527931828150;-0.47782898;0.3483429;8.760498;3
1939527936771998;-0.5305023;0.35551453;8.7269745;3
1939527941715846;-0.59155273;0.380661;8.624023;3
1939527946629176;-0.60232544;0.4285431;8.595306;3
1939527951573023;-0.64901733;0.45846558;8.519882;3
1939527956516871;-0.7759094;0.41656494;8.287643;3
1939527961460719;-0.927948;0.3483429;8.097305;3
1939527966404566;-0.92674255;0.30763245;7.938095;3
