t;x;y;z;a
252071180042898;-0.4237737;0.055066638;10.086772;3
252071185597745;-0.50278234;0.079008654;10.1226845;3
252071190602668;-0.5315128;0.023942016;10.168175;3
252071195607591;-0.48123455;-0.007182605;10.172963;3
252071200612514;-0.4261679;0.007182605;10.254366;3
252071205617360;-0.4165911;-0.016759412;10.304645;3
252071210591591;-0.3854665;-0.009576807;10.371682;3
252071216851591;-0.31364042;-0.050278235;10.529699;3
252071220601437;-0.2777274;-0.08619126;10.601525;3
252071225606360;-0.19632454;-0.12210429;10.69011;3
252071230611206;-0.1436521;-0.1340753;10.709264;3
252071235616129;-0.15801731;-0.15801731;10.733206;3
252071240621052;-0.17717093;-0.16998832;10.828975;3
252071245595283;-0.17717093;-0.18435353;10.8864355;3
252071250600206;-0.22026655;-0.17956513;10.922348;3
252071255801976;-0.31364042;-0.15322891;10.9103775;3
252071260610053;-0.34715924;-0.1316811;10.891224;3
252071265614976;-0.4357447;-0.090979666;10.824186;3
252071270619822;-0.48123455;-0.10055647;10.783484;3
252071275594283;-0.49559975;-0.05267244;10.726024;3
252071280598976;-0.5602432;-0.045489833;10.623073;3
252071285603899;-0.58657944;-0.009576807;10.500969;3
252071290608822;-0.60812724;0.007182605;10.378864;3
252071295754899;-0.6392518;0.050278235;10.266336;3
252071300618591;-0.7038953;0.10534488;10.192117;3
252071305593053;-0.78529817;0.1364695;10.0987425;3
252071310597745;-0.89303726;0.18435353;9.9790325;3
252071315602668;-0.9648633;0.23223756;9.844957;3
252071320607591;-1.0247183;0.2657564;9.710882;3
252071325612514;-1.0606314;0.2896984;9.545682;3
252071330617360;-1.0989386;0.30645782;9.411607;3
252071335871283;-1.0893618;0.36152446;9.28232;3
252071340627207;-1.151611;0.37110126;9.210494;3
252071345601437;-1.2258313;0.40222588;9.186552;3
252071350606360;-1.2641385;0.4405331;9.165004;3
252071355611207;-1.2617443;0.46926352;9.076419;3
252071360616130;-1.2593501;0.51714754;9.052477;3
252071365621053;-1.2689269;0.533907;9.0716305;3
252071370595284;-1.2042835;0.5410896;9.066842;3
252071375726668;-1.1803415;0.5650316;9.088389;3
252071380605130;-1.1204864;0.5722142;9.088389;3
252071385610053;-1.0845734;0.5506664;9.088389;3
252071390614899;-1.0534488;0.557849;9.090784;3
252071395619822;-1.0462662;0.5506664;9.0716305;3
252071400594053;-1.0749966;0.5530606;9.054871;3
252071405598976;-1.1013328;0.5410896;9.035717;3
252071410603899;-1.1252748;0.5410896;8.985439;3
252071415699284;-1.1659763;0.5267244;8.89446;3
252071420613668;-1.2066777;0.51235914;8.829816;3
252071425618591;-1.2401965;0.51954174;8.76996;3
252071430592822;-1.30484;0.5291186;8.750807;3
252071435597745;-1.3335704;0.48362875;8.736442;3
252071440602668;-1.3215994;0.46686932;8.7053175;3
252071445607591;-1.3383588;0.4333505;8.683769;3
252071450612515;-1.3311762;0.4141969;8.698134;3
252071455728207;-1.328782;0.40222588;8.75799;3
252071460622284;-1.283292;0.39264908;8.848969;3
252071465596515;-1.2354081;0.36870706;8.935161;3
252071470601438;-1.2114661;0.33279404;9.011775;3
252071475606361;-1.1540052;0.29688102;9.095572;3
252071480611284;-1.1300632;0.25617957;9.160215;3
252071485616130;-1.1085154;0.22266077;9.224859;3
252071490621053;-1.055843;0.21547815;9.28232;3
252071495813053;-0.9840169;0.18435353;9.375694;3
252071500630668;-0.94331545;0.15322891;9.423578;3
252071505605130;-0.90261406;0.11731588;9.471462;3
252071510610053;-0.8643068;0.08379706;9.509769;3
