t;x;y;z;a
39300270321841;0.66275024;9.135986;5.0376587;3
39300275296206;0.62564087;9.157547;4.9418945;3
39300280209537;0.44607544;9.197037;4.908371;3
39300285153384;0.3467102;9.274857;4.844925;3
39300290066714;0.34791565;9.291611;4.6569824;3
39300295010562;0.38381958;9.241333;4.3876343;3
39300299954410;0.36227417;9.096481;4.1398315;3
39300304898257;0.42453003;8.966003;3.9638672;3
39300309842105;0.8459015;8.878616;3.6753693;3
39300314785953;1.578537;8.85228;3.3485565;3
39300319729800;2.306366;8.73735;3.1067352;3
39300324673648;2.5924835;8.444061;3.1103363;3
39300329617496;2.4368591;8.159164;3.2659607;3
39300334561343;2.1567383;8.08374;3.4802399;3
39300339505191;1.8550568;8.059799;3.6095276;3
39300344418521;1.404953;7.920929;3.6849365;3
39300349362369;0.8542938;7.8945923;3.8297882;3
39300354306216;0.39100647;8.098099;3.7759247;3
39300359280581;-0.15965271;8.379425;3.6598053;3
39300364224429;-0.5523071;8.564972;3.6753693;3
39300369168277;-0.4050598;8.541031;3.6214905;3
39300374112124;0.04864502;8.277664;3.2982788;3
39300379055972;0.89738464;7.813202;2.6123352;3
39300383999820;1.6515503;7.7689056;2.2208862;3
39300388943667;1.9759674;8.062195;2.6566315;3
39300393856997;2.0777283;8.381821;3.4036255;3
39300398800845;2.0059052;8.660736;4.010544;3
39300403714175;1.8682251;8.881012;4.4833984;3
39300408658023;2.0358276;8.99115;4.8556976;3
39300413601871;2.536209;8.802002;4.8221893;3
39300418545718;2.7121887;8.526672;4.3876343;3
39300423489566;2.1854706;8.335129;3.9626617;3
39300428433413;1.2984161;8.252533;3.6813507;3
39300433377261;0.7154236;8.155563;3.0947723;3
39300438290591;0.578949;7.8515015;2.7643738;3
39300443264956;0.6783142;7.5187073;2.8433838;3
39300448208804;0.91773987;7.3966064;2.7476044;3
39300453152652;1.2517242;7.703064;2.7212677;3
39300458096499;1.4851532;8.029877;2.152649;3
39300463040347;1.2397614;8.010712;1.1734161;3
39300467984195;0.4257202;8.021484;-0.058395386;3
39300472897525;-0.7055359;8.123245;-1.0088959;3
