t;x;y;z;a
1939600895182333;-0.04927063;0.62127686;9.742126;3
1939600900126181;-0.06362915;0.5949402;9.898941;3
1939600905070029;-0.04927063;0.59973145;9.847473;3
1939600910013876;-0.019348145;0.5733948;9.842682;3
1939600914957724;-0.0025787354;0.6021271;9.833099;3
1939600919901572;-0.03729248;0.57099915;9.829514;3
1939600924814902;0.00819397;0.598526;9.743317;3
1939600929758749;0.05847168;0.59373474;9.733749;3
1939600934702597;0.047698975;0.5865631;9.676285;3
1939600939646445;0.062057495;0.58296204;9.651138;3
1939600944590292;0.071640015;0.59373474;9.706207;3
1939600949534140;0.028533936;0.5769806;9.725357;3
1939600954477988;-0.019348145;0.56022644;9.748108;3
1939600959421835;-0.060043335;0.5650177;9.77684;3
1939600964365683;-0.02532959;0.5302887;9.793594;3
1939600969309531;-0.021743774;0.5482483;9.782822;3
1939600974253378;0.00819397;0.5686035;9.817535;3
1939600979166708;0.035720825;0.5410614;9.786423;3
1939600984110556;0.021362305;0.57458496;9.834305;3
1939600989054404;0.045303345;0.57218933;9.8654175;3
1939600993998251;0.07522583;0.57458496;9.861832;3
1939600998942099;0.062057495;0.5673981;9.879791;3
1939601003885947;0.038116455;0.56022644;9.916901;3
1939601008799277;-0.021743774;0.5673981;9.914505;3
1939601013743124;-0.064834595;0.5805664;9.880981;3
1939601018686972;-0.06842041;0.5949402;9.852249;3
1939601023630820;-0.04447937;0.6272583;9.782822;3
1939601028574667;-0.0037841797;0.6092987;9.718185;3
1939601033518515;-0.0061798096;0.6356354;9.639175;3
1939601038462363;-0.02532959;0.66078186;9.645157;3
1939601043406210;-0.055252075;0.6524048;9.641571;3
1939601048350058;-0.04447937;0.6272583;9.706207;3
1939601053293906;-0.021743774;0.63204956;9.722961;3
1939601058237753;-0.021743774;0.61050415;9.77803;3
1939601063151083;-0.0037841797;0.62846375;9.792404;3
1939601068094931;0.00340271;0.6595764;9.763672;3
1939601073038779;0.066848755;0.66915894;9.733749;3
1939601077982626;0.08959961;0.6859131;9.71579;3
1939601082926474;0.06803894;0.6703491;9.801971;3
1939601087870322;0.078811646;0.68351746;9.780426;3
1939601092814169;0.057266235;0.6703491;9.748108;3
1939601097758017;0.038116455;0.66796875;9.761276;3
1939601102671347;0.014175415;0.6751404;9.689453;3
1939601107615195;-0.0025787354;0.638031;9.673889;3
1939601112559042;-0.048080444;0.6356354;9.690643;3
1939601117502890;-0.038497925;0.64401245;9.727753;3
1939601122446738;-0.031311035;0.6368408;9.718185;3
1939601127390585;-0.052856445;0.62246704;9.738525;3
1939601132334433;-0.0061798096;0.61408997;9.690643;3
1939601137278281;0.00579834;0.65119934;9.701416;3
1939601142222128;0.04170227;0.6176758;9.733749;3
1939601147165976;0.07762146;0.63323975;9.727753;3
1939601152079306;0.095581055;0.6703491;9.720581;3
1939601157023154;0.011779785;0.6643677;9.725357;3
1939601161967001;-0.024124146;0.63323975;9.770859;3
1939601166910849;-0.02532959;0.61408997;9.812744;3
1939601171854697;-0.05885315;0.598526;9.833099;3
1939601176798544;-0.093566895;0.6092987;9.819931;3
1939601181742392;-0.074417114;0.6081085;9.768463;3
1939601186655722;-0.07800293;0.6188812;9.749298;3
1939601191599570;-0.08279419;0.58895874;9.780426;3
1939601196543417;-0.08518982;0.5877533;9.740921;3
1939601201487265;-0.08518982;0.6152954;9.71579;3
1939601206431113;-0.08039856;0.6236725;9.669098;3
1939601211374960;-0.021743774;0.62846375;9.691849;3
1939601216318808;-0.0013885498;0.62246704;9.665512;3
1939601221262656;-0.010971069;0.66197205;9.645157;3
1939601226206503;-0.0025787354;0.6571808;9.643967;3
1939601231150351;-0.048080444;0.6464081;9.670303;3
1939601236094199;-0.04927063;0.638031;9.718185;3
1939601241038046;-0.055252075;0.6188812;9.755295;3
1939601245981894;-0.055252075;0.6260681;9.755295;3
1939601250925742;-0.083984375;0.6452179;9.749298;3
1939601255869589;-0.081588745;0.6368408;9.749298;3
1939601260782919;-0.060043335;0.61050415;9.773254;3
1939601265726767;0.00579834;0.6308441;9.769653;3
1939601270670615;-0.0013885498;0.64042664;9.713394;3
1939601275614462;0.0021972656;0.6488037;9.689453;3
1939601280558310;0.05847168;0.63204956;9.615234;3
1939601285502158;0.054870605;0.6655731;9.600861;3
1939601290446005;0.018966675;0.67155457;9.746918;3
1939601295359335;-0.038497925;0.6045227;9.745712;3
1939601300303183;-0.079193115;0.5973358;9.543411;3
1939601305247031;-0.14263916;0.59373474;9.751694;3
1939601310190878;-0.1330719;0.55662537;9.986328;3
1939601315134726;-0.119903564;0.54226685;9.694244;3
1939601320078574;-0.14743042;0.57458496;9.489532;3
1939601325022421;-0.14503479;0.5506439;9.756485;3
1939601329966269;-0.13546753;0.51474;9.928864;3
1939601334879599;-0.13546753;0.5686035;9.622406;3
1939601339823447;-0.11630249;0.5865631;9.412918;3
1939601344767294;-0.107925415;0.5757904;9.798386;3
1939601349711142;-0.086380005;0.5973358;9.888168;3
1939601354654990;-0.06842041;0.5961304;9.506287;3
1939601359598837;-0.08758545;0.5877533;9.417709;3
1939601364542685;-0.079193115;0.5410614;9.8055725;3
1939601369486533;-0.115112305;0.57218933;9.882187;3
1939601374399863;-0.13546753;0.54945374;9.495514;3
1939601379343710;-0.1270752;0.5554352;9.465591;3
1939601384287558;-0.11390686;0.5410614;9.847473;3
1939601389231406;-0.112716675;0.57099915;9.681076;3
1939601394175253;-0.1330719;0.57458496;9.598465;3
1939601399119101;-0.16778564;0.54585266;9.669098;3
1939601404032431;-0.16539001;0.5374756;9.641571;3
1939601408976279;-0.17376709;0.56022644;9.600861;3
1939601413920126;-0.18814087;0.49797058;9.61763;3
1939601418863974;-0.18814087;0.49438477;9.652344;3
1939601423807822;-0.25517273;0.48240662;9.694244;3
1939601428751669;-0.3030548;0.47761536;9.584106;3
1939601433695517;-0.31980896;0.46325684;9.55777;3
1939601438639365;-0.3138275;0.46923828;9.541016;3
1939601443583212;-0.28630066;0.51712036;9.446442;3
1939601448527060;-0.16059875;0.5578308;9.367432;3
1939601453470908;-0.091171265;0.55422974;9.3004;3
1939601458414755;-0.08758545;0.6128998;9.298004;3
1939601463328085;-0.091171265;0.58895874;9.325531;3
1939601468271933;-0.14263916;0.5757904;9.3806;3
1939601473215781;-0.07081604;0.5614166;9.368622;3
1939601478159628;-0.02053833;0.55422974;9.330322;3
1939601483103476;-0.05406189;0.58535767;9.336304;3
1939601488047324;0.00340271;0.55662537;9.447632;3
1939601492991171;-0.0037841797;0.58895874;9.546997;3
1939601497904501;0.0069885254;0.5554352;9.591293;3
1939601502848349;0.028533936;0.5362854;9.690643;3
1939601507792197;0.00579834;0.5506439;9.738525;3
1939601512736044;0.03453064;0.5578308;9.824722;3
1939601517679892;0.0021972656;0.49557495;9.843872;3
1939601522623740;-0.036102295;0.4572754;9.799576;3
1939601527567587;-0.009765625;0.480011;9.754089;3
1939601532511435;-0.0037841797;0.50276184;9.758881;3
1939601537455283;-0.019348145;0.51474;9.8367;3
1939601542399130;-0.0061798096;0.48121643;9.727753;3
1939601547312460;-0.02532959;0.46565247;9.823532;3
1939601552256308;-0.03729248;0.57458496;9.9049225;3
1939601557200156;-0.13786316;0.57218933;9.65593;3
1939601562144003;-0.16299438;0.52311707;9.614029;3
1939601567087851;-0.16299438;0.56381226;9.875;3
1939601572031699;-0.21566772;0.5650177;9.728958;3
1939601576975546;-0.23721313;0.6069031;9.367432;3
1939601581919394;-0.22644043;0.6092987;9.435669;3
1939601586832724;-0.1725769;0.6308441;9.626007;3
1939601591776572;-0.19172668;0.66197205;9.4189;3
1939601596720419;-0.23960876;0.68351746;9.10527;3
1939601601664267;-0.24081421;0.6703491;9.286026;3
1939601606608115;-0.3329773;0.64401245;9.556564;3
1939601611551962;-0.41319275;0.6524048;9.341095;3
1939601616495810;-0.44432068;0.6548004;8.960419;3
1939601621439658;-0.4335327;0.677536;9.066956;3
1939601626383505;-0.4287567;0.73020935;9.20343;3
1939601631327353;-0.4514923;0.76971436;8.770081;3
1939601636271201;-0.5245209;0.796051;8.371445;3
1939601641215048;-0.57598877;0.7852783;8.566574;3
1939601646128378;-0.56881714;0.7840729;8.500732;3
1939601651072226;-0.5664215;0.8235779;8.266098;3
1939601656016074;-0.5161438;0.85591125;8.190674;3
1939601660959921;-0.5077667;0.88822937;8.146393;3
1939601665903769;-0.50416565;0.88464355;8.044632;3
1939601670847617;-0.39881897;0.86787415;7.9991455;3
1939601675791464;-0.25756836;0.9217529;7.9560547;3
1939601680735312;-0.19891357;0.9217529;7.958435;3
1939601685679160;-0.28030396;0.9049835;7.9907684;3
1939601690623007;-0.35691833;0.84513855;7.981186;3
1939601695566855;-0.34614563;0.8128052;7.8459167;3
1939601700480185;-0.3138275;0.78048706;7.653183;3
1939601705424033;-0.37727356;0.66796875;7.5214996;3
1939601710367880;-0.38206482;0.6272583;7.4329224;3
1939601715311728;-0.35931396;0.6152954;7.317993;3
1939601720255576;-0.41677856;0.55662537;7.242569;3
1939601725199423;-0.5077667;0.49797058;7.2090607;3
1939601730112753;-0.62268066;0.4907837;7.201874;3
