t;x;y;z;a
254763580250825;7.2951326;6.631939;1.5658079;3
254763585805902;7.309498;6.6510925;1.6184803;3
254763590810825;7.311892;6.6534867;1.6998832;3
254763595815748;7.2448545;6.6486983;1.769315;3
254763600820594;7.2448545;6.655881;1.8626889;3
254763605825517;7.1610575;6.667852;1.9608512;3
254763610830440;7.0365586;6.6870055;2.054225;3
254763617125594;6.921637;6.7085533;2.1045034;3
254763620840055;6.8665705;6.6893997;2.1428106;3
254763625814517;6.7731967;6.7229185;2.1978772;3
254763630819363;6.7372837;6.742072;2.2098482;3
254763635824286;6.7109475;6.7372837;2.2290018;3
254763640829209;6.727707;6.715736;2.2337902;3
254763645803440;6.775591;6.715736;2.2385786;3
254763650808363;6.835446;6.7229185;2.2457612;3
254763655919132;6.847417;6.7324953;2.2361844;3
254763660818132;6.873753;6.727707;2.255338;3
254763665823056;6.8929067;6.715736;2.291251;3
254763670827979;6.9240313;6.7109475;2.3511062;3
254763675802209;6.9120603;6.706159;2.420538;3
254763680807133;6.9120603;6.691794;2.5019407;3
254763685812056;6.907272;6.6726403;2.552219;3
254763690816902;6.933608;6.682217;2.6408045;3
254763696060979;6.8809357;6.6846113;2.6862943;3
254763700826748;6.8522053;6.6989765;2.7341783;3
254763705800979;6.8569937;6.6726403;2.7509377;3
254763710805902;6.8522053;6.6726403;2.7605145;3
254763715810825;6.8641763;6.6510925;2.753332;3
254763720815671;6.873753;6.6534867;2.7485435;3
254763725820594;6.895301;6.6534867;2.6839;3
254763730825517;6.8881183;6.658275;2.6024973;3
254763735988671;6.8785415;6.612785;2.5019407;3
254763740835133;6.859388;6.5864487;2.4037786;3
254763745809594;6.8665705;6.588843;2.3247697;3
254763750814440;6.8402343;6.5625067;2.27928;3
254763755819363;6.871359;6.5744777;2.2290018;3
254763760824287;6.897695;6.5816603;2.1978772;3
254763765829210;6.9407907;6.5720835;2.171541;3
254763770803440;6.945579;6.5696893;2.1667526;3
254763775849517;6.9527617;6.5505357;2.2050598;3
254763780813287;6.9383965;6.5601125;2.255338;3
254763785818210;6.919243;6.540959;2.3247697;3
254763790823056;6.907272;6.5122285;2.3582888;3
254763795827979;6.9144545;6.4978633;2.3894134;3
254763800802210;6.95755;6.4906807;2.4420857;3
254763805807133;7.0581064;6.4787097;2.4660277;3
254763810812056;7.129933;6.471527;2.4971523;3
254763815936671;7.192182;6.495469;2.4708161;3
254763820821825;7.237672;6.4978633;2.456451;3
254763825826748;7.1993647;6.4858923;2.4157495;3
254763830800979;7.141904;6.4787097;2.3918076;3
254763835805902;7.067683;6.4667387;2.327164;3
254763840810825;6.981492;6.4787097;2.2816741;3
254763845815671;6.8929067;6.4858923;2.2409728;3
254763850820594;6.897695;6.4858923;2.2002714;3
254763856000056;6.909666;6.471527;2.15957;3
254763860830441;6.9288197;6.4787097;2.1452048;3
254763865804671;6.9383965;6.4906807;2.1523874;3
254763870809595;7.0341644;6.505046;2.1380222;3
254763875814441;7.098808;6.5122285;2.1499932;3
254763880819364;7.1155677;6.4978633;2.183512;3
254763885824287;7.089231;6.4882865;2.1906946;3
254763890829210;7.074866;6.505046;2.2337902;3
254763895929210;7.007828;6.5002575;2.2577322;3
254763900838825;6.9719152;6.4906807;2.2840683;3
254763905813287;6.967127;6.505046;2.3175871;3
254763910818210;6.9599442;6.5002575;2.315193;3
254763915823056;6.9527617;6.495469;2.2960393;3
254763920827979;6.907272;6.493075;2.2625206;3
254763925802210;6.885724;6.5122285;2.2337902;3
254763930807133;6.8689647;6.4978633;2.2050598;3
254763935938133;6.8210807;6.505046;2.1332338;3
254763940816902;6.754043;6.4882865;2.0853498;3
254763945821825;6.6989765;6.481104;2.0446482;3
254763950826749;6.6486983;6.459556;2.0231004;3
254763955800979;6.5864487;6.469133;1.99437;3
254763960805902;6.517017;6.457162;1.9895816;3
254763965810826;6.5265937;6.43322;1.9991584;3
254763970815749;6.4858923;6.4188547;2.0039468;3
254763975957826;6.4284315;6.399701;2.0087352;3
254763980825518;6.411672;6.3901243;2.0159178;3
254763985830441;6.3901243;6.3685765;2.0398598;3
254763990804672;6.339846;6.3350577;2.0446482;3
254763995809595;6.303933;6.3111157;2.0685902;3
254764000814518;6.2608376;6.2752028;2.0709844;3
254764005819364;6.208165;6.265626;2.0398598;3
254764010824287;6.160281;6.1985884;2.006341;3
254764015989595;6.114791;6.1411276;1.982399;3
254764020833903;6.066907;6.1123967;1.946486;3
254764025808364;6.054936;6.054936;1.9369092;3
254764030813287;6.007052;6.019023;1.9440918;3
254764035818133;5.9687448;5.9902925;1.9656396;3
254764040823056;5.90889;5.949591;1.958457;3
254764045827980;5.865794;5.9160724;1.9656396;3
254764050802210;5.791574;5.8586116;1.9871874;3
254764055948364;5.731719;5.8107276;2.0207062;3
254764060812057;5.6646814;5.7389016;2.0350714;3
254764065816903;5.580884;5.681441;2.0829554;3
254764070821826;5.509058;5.6551046;2.1068976;3
254764075826749;5.410896;5.595249;2.1332338;3
254764080800980;5.3318872;5.5641246;2.1380222;3
254764085805903;5.2265425;5.506664;2.1404164;3
254764090810826;5.1116204;5.4683566;2.1212628;3
254764095913287;4.9919105;5.4300494;2.1092918;3
254764100820595;4.865018;5.377377;2.0685902;3
254764105825518;4.771644;5.329493;2.0374656;3
254764110830441;4.7046065;5.279215;1.9895816;3
254764115804672;4.6232033;5.2121773;1.9273324;3
254764120809595;4.5322237;5.1786585;1.8531121;3
254764125814518;4.4220905;5.121197;1.7788919;3
254764130819364;4.3263226;5.080496;1.6903064;3
254764135913287;4.2305546;4.948815;1.6448165;3
254764140829211;4.158728;4.8123455;1.6256629;3
254764145803441;4.1132383;4.7429137;1.6352397;3
254764150808364;4.015076;4.721366;1.70946;3
254764155813288;3.9145198;4.663905;1.745373;3
254764160818134;3.7684734;4.6160207;1.7932571;3
254764165823057;3.5410242;4.534618;1.7741034;3
254764170827980;3.3255463;4.4603977;1.7621324;3
254764175966211;3.1364043;4.3526587;1.6950948;3
254764180837595;3.0119057;4.2760444;1.6424223;3
254764185812057;2.8898015;4.1946416;1.5969325;3
254764190816903;2.7461493;4.132392;1.4317327;3
254764195821826;2.6527755;4.015076;1.0941502;3
254764200826749;2.707842;3.9097314;0.7493851;3
254764205800980;2.8060043;3.7804444;0.38067806;3
254764210805903;3.0262709;3.691859;0.04070143;3
254764215802518;3.2728736;3.643975;-0.21547815;3
254764220815672;3.5649664;3.5625722;-0.36870706;3
254764225820595;3.9791632;3.442862;-0.40462008;3
254764230825518;4.429273;3.3806129;-0.30645782;3
254764235830442;4.84347;3.3207579;-0.11252748;3
254764240804672;5.279215;3.2872388;0.14844051;3
