t;x;y;z;a
39522266981074;-0.2530365;7.1918945;6.002533;3
39522271924922;-0.1273346;7.2146454;6.0599823;3
39522276838252;-0.0184021;7.170349;6.070755;3
39522281782099;0.10131836;7.1907043;6.133011;3
39522286725947;0.14680481;7.197891;6.133011;3
39522291669795;0.10131836;7.1907043;6.117447;3
39522296613642;-0.0028381348;7.1990814;6.1365967;3
39522301557490;-0.05670166;7.2230225;6.148575;3
39522306501338;-0.050720215;7.2194366;6.165329;3
39522311445185;0.009140015;7.225418;6.1868744;3
39522316419551;0.042648315;7.275696;6.1940613;3
39522321332881;0.07975769;7.2541504;6.213211;3
39522326276728;0.1695404;7.3104095;6.192871;3
39522331220576;0.20066833;7.3535156;6.2144165;3
39522336164424;0.38502502;7.3104095;6.2072296;3
39522341108271;0.5107269;7.3259735;6.203644;3
39522346052119;0.5107269;7.3092194;6.1557617;3
39522350995967;0.4544525;7.240982;6.130615;3
39522355909297;0.2856598;7.240982;6.1988525;3
39522360853144;0.0390625;7.2673187;6.28743;3
39522365796992;0.07498169;7.2541504;6.42749;3
39522370740840;0.24375916;7.208664;6.529251;3
39522375654170;0.14559937;7.220627;6.5436096;3
39522380598017;0.11328125;7.1727448;6.5831146;3
39522385541865;0.20187378;7.205063;6.6094513;3
39522390485713;0.20187378;7.2110596;6.8153534;3
39522395429560;0.10131836;7.197891;7.164917;3
39522400403926;-0.062698364;7.275696;7.5072784;3
39522405347773;-0.19197083;7.419342;7.7012177;3
39522410291621;-0.19915771;7.5043488;7.856842;3
39522415204951;-0.17642212;7.481598;7.73114;3
39522420148799;-0.122543335;7.4396973;7.5348206;3
39522425092646;-0.11656189;7.4600525;7.3384857;3
39522430036494;-0.15008545;7.501953;7.0332336;3
39522434980342;-0.2937317;7.536667;6.872818;3
39522439924189;-0.6468811;7.6192627;6.7842407;3
39522444868037;-0.91741943;7.7257996;6.735153;3
39522449811885;-1.124527;7.814392;6.694458;3
39522454755732;-1.2729645;7.8754425;6.5699463;3
39522459699580;-1.2406311;7.814392;6.572342;3
39522464643428;-0.9222107;7.74736;5.9582367;3
