t;x;y;z;a
256210419501282;0.059855044;8.760384;4.10845;3
256210424696667;0.110133275;8.796297;4.355053;3
256210430061052;0.11492168;8.822633;4.5394063;3
256210435065975;0.033518825;8.841787;4.51307;3
256210440070821;-0.02633622;8.884883;4.429273;3
256210445075744;-0.08140286;8.930372;4.4077253;3
256210450080667;-0.02873042;8.956709;4.429273;3
256210455054898;0.01436521;8.995016;4.4340615;3
256210460059821;0.0;9.0237465;4.333505;3
256210465229667;-0.04070143;9.033323;4.2401314;3
256210470069590;-0.06703765;9.033323;4.1180267;3
256210475074513;-0.0047884034;8.995016;4.1156325;3
256210480079436;0.09816227;8.947132;4.1539397;3
256210485053898;0.18914193;8.860941;4.1515455;3
256210490058590;0.20590134;8.825027;4.1180267;3
256210495063513;0.15322891;8.810662;4.0557775;3
256210500068436;0.05267244;8.829816;4.0462008;3
256210505264744;-0.076614454;8.887277;4.0342298;3
256210510078206;-0.18674773;8.954314;3.9911342;3
256210515052436;-0.25617957;9.009381;3.9312792;3
256210520057359;-0.2896984;8.995016;3.8642416;3
256210525062283;-0.32321724;8.983045;3.7612908;3
256210530067206;-0.31124622;8.995016;3.6248214;3
256210535224667;-0.29927522;9.016563;3.5170822;3
256210540076975;-0.2777274;9.021352;3.4524388;3
256210545275129;-0.25857377;9.030929;3.3854012;3
256210550086590;-0.25139117;9.030929;3.3303347;3
256210555061052;-0.22266077;9.009381;3.3087866;3
256210560065975;-0.19153613;9.018958;3.2680852;3
256210565070898;-0.14604631;8.992621;3.2561142;3
256210570075744;-0.1412579;9.009381;3.311181;3
256210575080667;-0.1316811;9.038112;3.3877954;3
256210580054898;-0.11252748;9.052477;3.5003228;3
256210585349360;-0.10055647;9.057265;3.620033;3
256210590064744;-0.076614454;9.0476885;3.6846764;3
256210595069667;-0.031124622;9.059659;3.8115692;3
256210600074513;-0.02873042;9.057265;3.881001;3
256210605079437;-0.06703765;9.078813;3.940856;3
256210610053667;-0.08140286;9.097966;4.0198646;3
256210615058590;-0.08619126;9.105149;4.0557775;3
256210620063514;-0.055066638;9.105149;4.10845;3
256210625254590;-0.076614454;9.088389;4.144363;3
256210630073283;-0.11731588;9.102755;4.1946416;3
256210635078206;-0.18195933;9.088389;4.187459;3
256210640052437;-0.22984336;9.121908;4.1706996;3
256210645057360;-0.23942018;9.129091;4.132392;3
256210650062283;-0.23463176;9.136273;4.120421;3
256210655067129;-0.23223756;9.131485;4.122815;3
256210660072052;-0.25378537;9.112331;4.1515455;3
256210665254514;-0.31364042;9.100361;4.1491513;3
256210670081898;-0.34715924;9.148245;4.144363;3
256210675056129;-0.35913026;9.169792;4.144363;3
256210680061052;-0.32321724;9.155427;4.1395745;3
256210685065975;-0.30885202;9.153033;4.1491513;3
256210690070898;-0.28491;9.11712;4.1419687;3
256210695075744;-0.25617957;9.062054;4.1276035;3
256210700080668;-0.22505496;9.050082;4.084508;3
256210705279129;-0.16519992;9.057265;4.050989;3
256210710090283;-0.14604631;9.062054;4.0198646;3
256210715064745;-0.1388637;9.083601;4.0342298;3
256210720069591;-0.16998832;9.083601;4.0677485;3
256210725074514;-0.20590134;9.0716305;4.0438066;3
256210730079437;-0.21547815;9.050082;3.9983168;3
256210735053668;-0.18674773;9.040505;3.928885;3
256210740058591;-0.16759412;9.0476885;3.8618474;3
256210745268052;-0.09816227;9.054871;3.8163576;3
256210750068360;-0.093373865;9.0429;3.809175;3
256210755073283;-0.11492168;9.016563;3.809175;3
256210760078206;-0.1364695;9.0476885;3.8187518;3
256210765052437;-0.20350714;9.064447;3.821146;3
256210770057360;-0.23223756;9.074024;3.8115692;3
256210775062283;-0.24899697;9.076419;3.8546648;3
256210780067206;-0.25139117;9.076419;3.8833952;3
256210785272052;-0.22266077;9.052477;3.9025488;3
256210790076975;-0.17717093;9.021352;3.8857894;3
256210795051206;-0.1412579;8.985439;3.940856;3
256210800056129;-0.11492168;8.987833;4.012682;3
256210805061052;-0.14604631;8.985439;4.0653543;3
256210810065976;-0.23702596;9.0237465;4.0533834;3
256210815070822;-0.28491;9.021352;4.0222588;3
256210820075745;-0.29927522;9.052477;4.0701427;3
256210825284976;-0.31364042;9.059659;4.0797195;3
256210830085591;-0.29209262;9.02614;4.0773253;3
256210835059822;-0.2681506;9.01417;4.0557775;3
256210840064745;-0.22505496;8.9998045;4.012682;3
256210845069668;-0.1340753;8.949526;3.9480386;3
256210850074514;-0.06703765;8.961497;3.9193082;3
256210855079437;-0.076614454;8.971074;3.9001546;3
256210860053899;-0.11492168;8.944737;3.9121256;3
256210865275822;-0.1604115;8.971074;3.9121256;3
256210870063514;-0.15322891;8.983045;3.8977604;3
256210875068437;-0.14844051;8.9758625;3.8881836;3
256210880073283;-0.12210429;8.966286;3.8738184;3
256210885078206;-0.059855044;8.978256;3.8522706;3
256210890052437;-0.04070143;8.983045;3.8426938;3
256210895057360;-0.05267244;8.983045;3.8139634;3
256210900062283;-0.06943185;8.949526;3.8402996;3
256210905225899;-0.08140286;8.90643;3.8594532;3
256210910072053;-0.055066638;8.925584;3.9217024;3
256210915076976;-0.088585466;8.959103;3.9671922;3
256210920051207;-0.11492168;8.985439;3.940856;3
256210925056130;-0.1412579;8.992621;3.928885;3
256210930061053;-0.1364695;8.961497;3.904943;3
256210935065976;-0.11971009;8.973468;3.8666358;3
256210940070899;-0.095768064;8.966286;3.7852328;3
256210945267207;-0.08140286;8.937555;3.7205894;3
256210950080668;-0.09816227;8.942344;3.7014358;3
256210955054899;-0.079008654;8.9519205;3.763685;3
256210960059822;-0.10295067;8.9519205;3.7828386;3
256210965064745;-0.1436521;8.954314;3.7948096;3
256210970069668;-0.19393034;8.932767;3.8115692;3
256210975074514;-0.23223756;8.896853;3.8355112;3
256210980079437;-0.24899697;8.916007;3.8642416;3
256210985310899;-0.2753332;8.9519205;3.916914;3
256210990089053;-0.2681506;8.956709;4.0078936;3
256210995063514;-0.20350714;8.932767;4.098873;3
256211000068361;-0.16998832;8.908825;4.120421;3
256211005073284;-0.19153613;8.901642;4.1611223;3
256211010078207;-0.19393034;8.90643;4.185065;3
256211015052438;-0.19153613;8.925584;4.1826706;3
256211020057361;-0.18914193;8.913613;4.1706996;3
256211025230207;-0.19632454;8.901642;4.134786;3
256211030067130;-0.17956513;8.875306;4.1132383;3
256211035072053;-0.14604631;8.860941;4.0821137;3
256211040076976;-0.14604631;8.8777;4.0222588;3
256211045051438;-0.1412579;8.872911;3.9552212;3
256211050056130;-0.12689269;8.868123;3.8738184;3
256211055061053;-0.110133275;8.872911;3.7900212;3
256211060065976;-0.10534488;8.887277;3.7612908;3
256211065228438;-0.1412579;8.913613;3.7373488;3
256211070075745;-0.1604115;8.947132;3.7110126;3
256211075080668;-0.1388637;8.973468;3.6463692;3
256211080054899;-0.11252748;8.995016;3.6176388;3
256211085059822;-0.1388637;9.059659;3.6535518;3
256211090064745;-0.15562311;9.081207;3.679888;3
256211095069592;-0.17238252;9.095572;3.7229836;3
256211100074515;-0.20590134;9.129091;3.751714;3
256211105292361;-0.24181437;9.203311;3.809175;3
256211110084361;-0.19153613;9.270349;3.8857894;3
256211115058592;-0.18435353;9.361329;3.9791632;3
256211120063515;-0.23942018;9.449914;4.0342298;3
256211125068438;-0.260968;9.504981;4.0940847;3
256211130073284;-0.21787235;9.627085;4.132392;3
256211135078207;-0.12928689;9.749189;4.132392;3
256211140052438;-0.035913024;9.909601;4.132392;3
256211145230822;0.08379706;10.019734;4.084508;3
256211150062284;0.12689269;10.16578;4.0414124;3
256211155067207;0.14844051;10.316615;4.050989;3
256211160072053;0.15801731;10.443508;4.06296;3
256211165076976;0.1388637;10.582372;4.0940847;3
256211170051207;0.06943185;10.742783;4.1180267;3
256211175056130;-0.050278235;10.948685;4.1539397;3
