t;x;y;z;a
639980790295869;-0.01695;7.4730005;5.4880505;3
639980806012382;-0.01695;7.53;5.6410503;3
639980821728895;-0.075;7.4730005;5.6610003;3
639980829131202;-0.15195;7.3390503;5.44995;3
639980833061048;-0.112950005;7.4539504;5.5260005;3
639980836991125;-0.132;7.53;5.5260005;3
639980840921586;-0.112950005;7.4730005;5.5260005;3
639980844851659;-0.132;7.49205;5.5459504;3
639980848781505;-0.094050005;7.4730005;5.5459504;3
639980852711044;-0.075;7.4730005;5.5459504;3
639980856641044;-0.03705;7.5109506;5.5260005;3
639980860571505;-0.03705;7.5109506;5.5260005;3
639980864501428;-0.075;7.5109506;5.5260005;3
639980868431745;-0.094050005;7.49205;5.5069504;3
639980872361899;-0.132;7.49205;5.5069504;3
639980876292514;-0.094050005;7.5109506;5.4690003;3
639980880222514;-0.112950005;7.49205;5.4880505;3
639980884152745;-0.112950005;7.49205;5.5069504;3
639980888082591;-0.15195;7.5109506;5.4880505;3
639980892012740;-0.112950005;7.4730005;5.5069504;3
639980895942740;-0.075;7.49205;5.5459504;3
639980899873202;-0.075;7.4730005;5.5459504;3
639980903803120;-0.05595;7.4730005;5.5260005;3
639980907732812;-0.03705;7.4730005;5.5459504;3
639980911662889;0.0010500001;7.4730005;5.565;3
639980915592894;-0.03705;7.49205;5.565;3
639980919522894;-0.01695;7.4730005;5.565;3
639980923453048;-0.03705;7.4730005;5.60295;3
639980927383038;-0.03705;7.49205;5.60295;3
639980931313038;-0.03705;7.53;5.6800504;3
639980935243115;-0.05595;7.53;5.6989503;3
639980939173034;-0.075;7.5490503;5.6610003;3
639980943103418;-0.075;7.53;5.7180004;3
639980947033342;-0.03705;7.53;5.6800504;3
639980950963515;-0.03705;7.4730005;5.6989503;3
639980954893592;-0.01695;7.4340005;5.6610003;3
639980958823208;0.0010500001;7.4730005;5.6989503;3
639980962753136;-0.01695;7.4730005;5.6410503;3
639980966681444;-0.01695;7.4730005;5.6410503;3
639980970613982;0.0010500001;7.49205;5.58405;3
639980974544362;-0.01695;7.49205;5.58405;3
639980978474669;-0.01695;7.49205;5.5260005;3
639980982404900;-0.05595;7.49205;5.4690003;3
639980986335515;-0.075;7.4730005;5.5260005;3
639980990265977;-0.075;7.5109506;5.5260005;3
639980994196131;-0.112950005;7.49205;5.5069504;3
639980998126424;-0.112950005;7.5109506;5.5069504;3
639981002056577;-0.15195;7.5109506;5.4880505;3
639981005986731;-0.094050005;7.49205;5.5069504;3
639981009916649;-0.112950005;7.4340005;5.5459504;3
639981013846726;-0.112950005;7.4539504;5.58405;3
639981017776803;-0.094050005;7.4340005;5.60295;3
639981021706630;-0.112950005;7.4730005;5.565;3
639981025636400;-0.075;7.4539504;5.5459504;3
639981029566169;-0.112950005;7.4340005;5.5260005;3
639981033496087;-0.132;7.4340005;5.5260005;3
639981037426087;-0.094050005;7.4730005;5.4880505;3
639981041356395;-0.112950005;7.49205;5.44995;3
639981045286688;-0.094050005;7.5109506;5.4880505;3
639981049216611;-0.094050005;7.49205;5.4880505;3
639981053146919;-0.094050005;7.4730005;5.4690003;3
639981057077678;-0.112950005;7.49205;5.4690003;3
639981061008217;-0.094050005;7.4730005;5.5260005;3
639981064938371;-0.112950005;7.4539504;5.5260005;3
639981068869140;-0.112950005;7.4340005;5.5459504;3
639981072799525;-0.094050005;7.4730005;5.5069504;3
639981076729755;-0.094050005;7.4730005;5.5459504;3
639981080659967;-0.094050005;7.4730005;5.565;3
639981084590044;-0.094050005;7.4730005;5.5459504;3
639981088519890;-0.094050005;7.4730005;5.58405;3
639981092450111;-0.112950005;7.5109506;5.565;3
639981096380496;-0.112950005;7.4730005;5.58405;3
639981100310726;-0.112950005;7.49205;5.5459504;3
639981104241655;-0.094050005;7.4730005;5.5069504;3
639981108172193;-0.075;7.5109506;5.4880505;3
639981112102655;-0.05595;7.49205;5.44995;3
639981116033573;-0.05595;7.49205;5.4310503;3
639981119964727;-0.01695;7.49205;5.4310503;3
