t;x;y;z;a
640248563984997;0.25005;6.1129503;5.20095;3
640248567913612;0.15405001;7.3390503;5.9670005;3
640248571842151;0.11595;7.2240005;5.85195;3
640248575770616;0.058050003;7.2430506;5.73705;3
640248579699078;0.01995;7.2240005;5.73705;3
640248583628001;-0.01695;7.2049503;5.6989503;3
640248587556996;0.0010500001;7.2619505;5.6800504;3
640248591485919;-0.01695;7.281;5.7180004;3
640248595414919;-0.01695;7.281;5.775;3
640248599343996;-0.03705;7.3000503;5.85195;3
640248603272611;0.0010500001;7.281;5.9089503;3
640248607201073;0.039;7.281;5.9290504;3
640248611129237;0.0010500001;7.2430506;6.0049505;3
640248615057621;0.0010500001;7.2240005;6.0820503;3
640248618986083;0.01995;7.2049503;6.063;3
640248622914775;-0.01695;7.2049503;6.04395;3
640248626843545;0.01995;7.2049503;6.04395;3
640248630772468;0.039;7.2240005;6.0049505;3
640248634700545;0.01995;7.2430506;6.0049505;3
640248638628852;0.0010500001;7.2430506;5.9479504;3
640248642557237;0.0010500001;7.2619505;5.9670005;3
640248646486006;0.01995;7.2619505;5.9290504;3
640248650414237;0.0010500001;7.2240005;5.8710003;3
640248654342468;-0.01695;7.2049503;5.8330503;3
640248658270385;0.058050003;7.2240005;5.8710003;3
640248662198308;0.01995;7.2049503;5.85195;3
640248666126616;0.01995;7.2240005;5.814;3
640248670054927;0.039;7.2430506;5.8330503;3
640248673983389;0.058050003;7.2619505;5.8330503;3
640248677911543;0.058050003;7.2430506;5.8710003;3
640248681839923;0.039;7.2240005;5.9089503;3
640248685768462;0.058050003;7.2240005;5.9290504;3
640248689697000;0.096;7.2240005;5.9670005;3
640248693625466;0.096;7.1850004;5.9670005;3
640248697554312;0.096;7.1659503;5.9479504;3
640248701483081;0.096;7.2049503;5.9479504;3
640248705411860;0.039;7.2240005;5.8900504;3
640248709340630;0.058050003;7.2049503;5.9089503;3
640248713269630;-0.01695;7.2430506;5.85195;3
640248717198254;0.01995;7.2240005;5.8900504;3
640248721126793;0.01995;7.2430506;5.8710003;3
640248725055331;0.058050003;7.2619505;5.85195;3
640248728983707;0.01995;7.2619505;5.9290504;3
640248732912630;0.058050003;7.2430506;5.9089503;3
640248736841245;0.01995;7.2240005;5.9089503;3
640248740769692;0.0010500001;7.2049503;5.8900504;3
640248744698307;-0.03705;7.2049503;5.85195;3
640248748627384;-0.05595;7.1850004;5.814;3
640248752556225;-0.05595;7.2049503;5.7949505;3
640248756484764;-0.01695;7.2049503;5.73705;3
640248760413764;0.0010500001;7.2619505;5.7949505;3
640248764342283;-0.01695;7.2430506;5.775;3
640248768270591;0.0010500001;7.2430506;5.73705;3
640248772199206;-0.01695;7.2240005;5.7559505;3
640248776128124;0.0010500001;7.2240005;5.775;3
640248780057047;0.01995;7.2049503;5.7949505;3
640248783986047;-0.01695;7.2240005;5.7559505;3
640248787914668;0.0010500001;7.2240005;5.775;3
640248791843360;-0.01695;7.2619505;5.8330503;3
640248795772129;-0.03705;7.2430506;5.814;3
640248799700967;0.0010500001;7.2619505;5.8900504;3
640248803630120;-0.01695;7.2430506;5.9089503;3
640248807559120;0.039;7.2619505;5.9290504;3
640248811488087;0.039;7.2240005;5.9479504;3
640248815417087;0.039;7.2430506;5.9479504;3
640248819345626;0.01995;7.2049503;5.9670005;3
640248823273313;0.039;7.2240005;5.9670005;3
640248827201236;0.076950006;7.2240005;5.98605;3
640248831128852;0.039;7.2049503;6.0049505;3
640248835056530;0.039;7.2240005;6.0049505;3
640248838983991;0.076950006;7.2049503;5.9670005;3
640248842912145;0.096;7.2240005;5.9670005;3
640248846841052;0.058050003;7.2430506;5.9670005;3
640248850770052;0.01995;7.2240005;5.98605;3
640248854699052;0.01995;7.2240005;5.9290504;3
640248858628201;0.0010500001;7.2049503;5.9479504;3
640248862556894;-0.03705;7.2049503;5.9479504;3
640248866485740;-0.01695;7.2049503;5.9290504;3
640248870414278;-0.05595;7.1850004;5.9089503;3
640248874343048;-0.03705;7.2619505;5.8330503;3
640248878271663;0.0010500001;7.2619505;5.8330503;3
640248882200495;0.0010500001;7.2240005;5.8330503;3
640248886129341;0.01995;7.2619505;5.85195;3
640248890058418;0.01995;7.2240005;5.85195;3
640248893987269;0.01995;7.2430506;5.85195;3
640248897916115;-0.01695;7.2240005;5.9089503;3
640248901844500;0.0010500001;7.2240005;5.9290504;3
640248905773110;-0.03705;7.2240005;5.9290504;3
640248909701418;-0.01695;7.2240005;5.9290504;3
640248913629880;-0.03705;7.2240005;5.98605;3
640248917558336;-0.01695;7.2619505;5.9670005;3
640248921486952;-0.01695;7.2240005;5.98605;3
640248925415567;-0.01695;7.2430506;5.98605;3
640248929344121;-0.01695;7.2430506;6.0049505;3
640248933272967;0.01995;7.2430506;6.0049505;3
640248937201582;0.039;7.2240005;5.98605;3
640248941130202;0.076950006;7.1850004;5.98605;3
640248945058663;0.058050003;7.1850004;5.98605;3
640248948986586;0.076950006;7.1659503;6.0049505;3
640248952915135;0.076950006;7.2049503;6.0049505;3
640248956843365;0.039;7.2049503;5.98605;3
640248960771904;0.039;7.1850004;5.9290504;3
640248964700519;-0.03705;7.2240005;5.9089503;3
640248968628981;-0.05595;7.2240005;5.8900504;3
640248972557827;-0.03705;7.1850004;5.85195;3
640248976486413;-0.05595;7.1850004;5.85195;3
640248980414798;-0.094050005;7.2240005;5.8330503;3
640248984343183;-0.075;7.2430506;5.7949505;3
640248988271413;-0.094050005;7.2240005;5.8330503;3
640248992200106;-0.094050005;7.2430506;5.814;3
640248996128490;-0.075;7.2240005;5.85195;3
640249000060831;-0.03705;7.2240005;5.85195;3
640249003985447;-0.01695;7.2240005;5.85195;3
640249007913831;0.039;7.2049503;5.8710003;3
640249011842447;0.0010500001;7.2049503;5.8900504;3
